Title,Image_1,Image_2,Image_3,Image_4,objects,obj_len,cap2,cap3,cap4,cap2_len,cap3_len,cap4_len
Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,https://www.bls.gov/ooh/images/15704.jpg,https://www.bls.gov/ooh/images/3156.jpg,https://www.bls.gov/ooh/images/15705.jpg,https://www.bls.gov/ooh/images/3148.jpg,"['Human hand', 'Table', 'Clothing', 'Desk', 'Human arm', 'Fashion accessory', 'Jeans', 'Man', 'Pillow', 'Goggles', 'Chopsticks', 'Treadmill', 'Fish', 'Sports equipment', 'Auto part', 'Human body', 'Handbag', 'Trousers', 'Blender', 'Human hair', 'Shark', 'Human ear', 'Food processor', 'Violin', 'Bathroom accessory', 'Trumpet', 'Luggage and bags', 'Plate', 'Weapon', 'Flower', 'Dog', 'Binoculars', 'Headphones', 'Furniture', 'Medical equipment', 'Girl', 'Sewing machine', 'Bowl', 'Countertop', 'Fork', 'Gas stove', 'Box', 'Tap', 'Microwave oven', 'Lipstick', 'Land vehicle', 'Kitchen appliance', 'Glasses', 'Mixing bowl', 'Dairy', 'Rifle', 'Woman', 'Animal', 'Tool', 'Sink', 'Drinking straw', 'Jacket', 'Tea', 'Cream', 'Infant bed', 'Tableware', 'Cake stand', 'Human mouth', 'Dumbbell', 'Suit', 'Drink', 'Chair', 'Shirt', 'Toy', 'Milk', 'Human face', 'Mixer', 'Human leg', 'Human head', 'Musical instrument', 'Pen', 'Dessert', 'Mammal', 'Baked goods', 'Cake', 'Shotgun', 'Sculpture', 'Microphone', 'Office supplies', 'Coffeemaker', 'Skateboard', 'Bathtub', 'Person', 'Footwear', 'Dress', 'Vehicle', 'Wheel', 'Boy', 'Food', 'Home appliance', 'Dog bed', 'Cosmetics', 'Plumbing fixture']",98,Ophthalmic laboratory technicians often use automated equipment to make lenses.,"Medical appliance technicians construct, fit, and repair medical supportive devices, including prosthetic limbs.",Dental laboratory technicians must work well with their hands because they use precise instruments.,10,13,14
Dental Assistants,https://www.bls.gov/ooh/images/15338.jpg,https://www.bls.gov/ooh/images/2585.jpg,https://www.bls.gov/ooh/images/2586.jpg,https://www.bls.gov/ooh/images/2587.jpg,"['Office building', 'Sunglasses', 'Human hand', 'Human ear', 'Human nose', 'Helmet', 'Door', 'Jacket', 'Mirror', 'Table', 'Clothing', 'Tableware', 'Human mouth', 'Suit', 'Chair', 'Shirt', 'Toy', 'Weapon', 'Human face', 'Camera', 'Human head', 'Human leg', 'Musical instrument', 'Person', 'Footwear', 'Human arm', 'Dress', 'Fashion accessory', 'Human eye', 'Headphones', 'Vehicle', 'Furniture', 'Drum', 'Medical equipment', 'Mammal', 'Girl', 'Boy', 'Stool', 'Man', 'Goggles', 'Window', 'Sports uniform', 'Sports equipment', 'Land vehicle', 'Human body', 'Glasses', 'Plant', 'Kitchen appliance', 'Bowling equipment', 'Woman', 'Rifle', 'Shotgun', 'Car', 'Human hair', 'Microphone', 'Laptop', 'Tree']",57,Assistants prepare and organize tools needed by dentists to work on a patient.,Dental assistants provide support to dentists as they work on patients.,"Sometimes, patients are in extreme pain and/or mental distress, so the assistant should be sensitive to their emotions.",13,11,18
Dental Hygienists,https://www.bls.gov/ooh/images/15340.jpg,https://www.bls.gov/ooh/images/2470.jpg,https://www.bls.gov/ooh/images/2471.jpg,https://www.bls.gov/ooh/images/2472.jpg,"['Tool', 'Sunglasses', 'Human ear', 'Human hand', 'Human nose', 'Tea', 'Jacket', 'Table', 'Clothing', 'Tableware', 'Juice', 'Kitchen utensil', 'Bathroom accessory', 'Coffee cup', 'Human mouth', 'Drink', 'Chair', 'Milk', 'Shirt', 'Plate', 'Watch', 'Human face', 'Mixer', 'Human head', 'Human leg', 'Stapler', 'Person', 'Hand dryer', 'Fashion accessory', 'Human arm', 'Dress', 'Human eye', 'Footwear', 'Furniture', 'Medical equipment', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Sewing machine', 'Man', 'Food', 'Home appliance', 'Tap', 'Sports uniform', 'Saucer', 'Human body', 'Glasses', 'Dairy', 'Woman', 'Trousers', 'Human hair', 'Coffee', 'Plumbing fixture']",54,"Dental hygienists wear safety glasses, surgical masks, and gloves to protect themselves and their patients from diseases.",Dental hygienists discuss diet and other topics that affect a patient’s dental health.,Dental hygienists remove tartar and plaque from teeth.,17,13,8
Dentists,https://www.bls.gov/ooh/images/15342.jpg,https://www.bls.gov/ooh/images/2389.jpg,https://www.bls.gov/ooh/images/2390.jpg,https://www.bls.gov/ooh/images/2392.jpg,"['Office building', 'Sunglasses', 'Human ear', 'Human hand', 'Human nose', 'Television', 'Jacket', 'Couch', 'Table', 'Clothing', 'Tableware', 'Houseplant', 'Human mouth', 'Suit', 'Chair', 'Shirt', 'Toy', 'Computer monitor', 'Human face', 'Flower', 'Cabinetry', 'Human beard', 'Human head', 'Human leg', 'Musical instrument', 'Person', 'Footwear', 'Fashion accessory', 'Human arm', 'Dress', 'Human eye', 'Headphones', 'Furniture', 'Flowerpot', 'Medical equipment', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Man', 'Goggles', 'Fork', 'Window', 'Chopsticks', 'Home appliance', 'Bed', 'Picture frame', 'Human body', 'Kitchen appliance', 'Glasses', 'Plant', 'Drawer', 'Woman', 'Shelf', 'Sofa bed', 'Human hair', 'Tree', 'Office supplies']",58,"Dentists remove tooth decay, fill cavities, and repair fractured teeth.","Dentists provide instruction on diet, brushing, flossing, the use of fluorides, and other areas of dental care.",Dentists must be licensed in all states; requirements vary by state.,10,17,11
Desktop Publishers,https://www.bls.gov/ooh/images/15655.jpg,https://www.bls.gov/ooh/images/2856.jpg,https://www.bls.gov/ooh/images/3492.jpg,https://www.bls.gov/ooh/images/3610.jpg,"['Animal', 'Office building', 'Sunglasses', 'Human hand', 'Human ear', 'Book', 'Human nose', 'Helmet', 'Invertebrate', 'Door', 'Jacket', 'Mirror', 'Table', 'Clothing', 'Tableware', 'Houseplant', 'Desk', 'Suit', 'Human mouth', 'Bird', 'Drink', 'Chair', 'Shirt', 'Toy', 'Computer monitor', 'Human face', 'Flower', 'House', 'Cabinetry', 'Human head', 'Person', 'Fashion accessory', 'Human arm', 'Dress', 'Human eye', 'Furniture', 'Medical equipment', 'Drum', 'Mammal', 'Girl', 'Boy', 'Poster', 'Man', 'Countertop', 'Goggles', 'Lamp', 'Food', 'Wine', 'Window', 'Building', 'Wine glass', 'Box', 'Pumpkin', 'Hat', 'Fish', 'Picture frame', 'Sports equipment', 'Human body', 'Land vehicle', 'Glasses', 'Plant', 'Kitchen appliance', 'Woman', 'Shelf', 'Computer keyboard', 'Human hair', 'Microphone', 'Laptop', 'Office supplies']",69,"Desktop publishers edit graphics, such as photographs or illustrations.",Many desktop publishers work in the publishing and printing industries.,Desktop publishers typically learn on the job from an experienced worker.,9,10,11
"Diagnostic Medical Sonographers and Cardiovascular Technologists and Technicians, Including Vascular Technologists",https://www.bls.gov/ooh/images/15344.jpg,https://www.bls.gov/ooh/images/2482.jpg,https://www.bls.gov/ooh/images/2474.jpg,https://www.bls.gov/ooh/images/2477.jpg,"['Office building', 'Sunglasses', 'Human hand', 'Human ear', 'Television', 'Human nose', 'Helmet', 'Whiteboard', 'Tire', 'Mirror', 'Table', 'Clothing', 'Tableware', 'Human mouth', 'Desk', 'Drink', 'Chair', 'Beer', 'Skateboard', 'Shirt', 'Toy', 'Plate', 'Computer monitor', 'Human face', 'Camera', 'Human beard', 'Platter', 'Human head', 'Human leg', 'Person', 'Footwear', 'Human arm', 'Dress', 'Fashion accessory', 'Human eye', 'Swimming pool', 'Furniture', 'Wheel', 'Medical equipment', 'Vehicle', 'Mobile phone', 'Girl', 'Boy', 'Mammal', 'Man', 'Tablet computer', 'Goggles', 'Food', 'Home appliance', 'Window', 'Baked goods', 'Hat', 'Sports uniform', 'Picture frame', 'Auto part', 'Sports equipment', 'Human body', 'Kitchen appliance', 'Glasses', 'Land vehicle', 'Bottle', 'Cake', 'Sun hat', 'Woman', 'Computer keyboard', 'Car', 'Human hair', 'Laptop', 'Office supplies']",69,Diagnostic sonographers use high-frequency sound waves to produce images of the inside of the body.,Diagnostic imaging workers  may perform procedures at patients&apos;  bedsides.,Cardiovascular technologists monitor patients’ heart rates and perform and assist in the diagnosis and treatment of problems having to do with the patient’s heart.,15,9,24
Diesel Service Technicians and Mechanics,https://www.bls.gov/ooh/images/15458.jpg,https://www.bls.gov/ooh/images/3014.jpg,https://www.bls.gov/ooh/images/3015.jpg,https://www.bls.gov/ooh/images/3016.jpg,"['Sunglasses', 'Human hand', 'Human ear', 'Human nose', 'Helmet', 'Tin can', 'Tank', 'Tire', 'Jacket', 'Suitcase', 'Clothing', 'Human mouth', 'Suit', 'Drink', 'Chair', 'Skateboard', 'Luggage and bags', 'Shirt', 'Toy', 'Weapon', 'Human face', 'Bicycle', 'Boot', 'Camera', 'Human head', 'Human leg', 'Musical instrument', 'Person', 'Footwear', 'Human arm', 'Fashion accessory', 'Human eye', 'Vehicle', 'Wheel', 'Medical equipment', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Hiking equipment', 'Man', 'Goggles', 'Glove', 'Aircraft', 'Bicycle wheel', 'Motorcycle', 'Auto part', 'Land vehicle', 'Human body', 'Glasses', 'Bottle', 'Woman', 'Human foot', 'Car', 'Human hair', 'Microphone', 'Airplane', 'Office supplies']",58,"Diesel service technicians and mechanics may work on a vehicle’s electrical system, make major engine repairs, or retrofit engines with emission control systems to comply with pollution regulations.",Diesel technicians usually work in well-ventilated and sometimes noisy repair shops.,Diesel technicians initially learn to perform routine maintenance and repair tasks.,28,11,11
Dietitians and Nutritionists,https://www.bls.gov/ooh/images/15346.jpg,https://www.bls.gov/ooh/images/15347.jpg,https://www.bls.gov/ooh/images/1538.jpg,https://www.bls.gov/ooh/images/3632.jpg,"['Human ear', 'Human hand', 'Human nose', 'Book', 'Coffee table', 'Whiteboard', 'Drinking straw', 'Swimwear', 'Snack', 'Table', 'Clothing', 'Tableware', 'Houseplant', 'Human mouth', 'Suit', 'Desk', 'Muffin', 'Drink', 'Chair', 'Shirt', 'Human face', 'Christmas tree', 'Flower', 'Curtain', 'Human head', 'Human leg', 'Musical instrument', 'Rose', 'Person', 'Dessert', 'Doll', 'Human arm', 'Dress', 'Fashion accessory', 'Human eye', 'Vegetable', 'Bread', 'Furniture', 'Flowerpot', 'Medical equipment', 'Mammal', 'Girl', 'Boy', 'Poster', 'Mobile phone', 'Man', 'Fast food', 'Bowl', 'Tree', 'Food', 'Window', 'Chopsticks', 'Baked goods', 'Human body', 'Kitchen appliance', 'Plant', 'Cake', 'Woman', 'Human foot', 'Human hair', 'Microphone', 'Laptop', 'Baseball bat', 'Office supplies']",64,Dietitians and nutritionists counsel patients on nutrition issues.,Dietitians and nutritionists tailor meal plans to meet the health needs of patients.,Dietitians and nutritionists must clearly explain eating plans to other healthcare professionals.,8,13,12
Drafters,https://www.bls.gov/ooh/images/15061.jpg,https://www.bls.gov/ooh/images/1936.jpg,https://www.bls.gov/ooh/images/1938.jpg,https://www.bls.gov/ooh/images/3569.jpg,"['Office building', 'Human hand', 'Human ear', 'Human nose', 'Book', 'Television', 'Snack', 'Jacket', 'Shorts', 'Table', 'Clothing', 'Tableware', 'Sandal', 'Human mouth', 'Suit', 'Desk', 'Drink', 'Chair', 'Shirt', 'Coat', 'Computer monitor', 'High heels', 'Remote control', 'Human face', 'Boot', 'Camera', 'Human head', 'Human leg', 'Person', 'Footwear', 'Human arm', 'Boat', 'Fashion accessory', 'Human eye', 'Headphones', 'Vehicle', 'Furniture', 'Medical equipment', 'Mammal', 'Girl', 'Boy', 'Watercraft', 'Jeans', 'Man', 'Sock', 'Mobile phone', 'Fast food', 'Food', 'Wine', 'Ipod', 'Home appliance', 'Ice cream', 'Baked goods', 'Cosmetics', 'Sports uniform', 'Sports equipment', 'Auto part', 'Human body', 'Land vehicle', 'Glasses', 'Bottle', 'Kitchen appliance', 'Dairy', 'Woman', 'Calculator', 'Computer keyboard', 'Car', 'Trousers', 'Human hair', 'Laptop', 'Office supplies']",71,Drafters prepare technical drawings and plans.,Drafters spend much of their time working on computers using specialized software in an office.,Drafters generally need to complete postsecondary education in drafting.,6,15,9
"Drywall Installers, Ceiling Tile Installers, and Tapers",https://www.bls.gov/ooh/images/15235.jpg,https://www.bls.gov/ooh/images/2908.jpg,https://www.bls.gov/ooh/images/2909.jpg,https://www.bls.gov/ooh/images/2911.jpg,"['Ladder', 'Human hand', 'Shorts', 'Table', 'Clothing', 'Human arm', 'Boat', 'Fashion accessory', 'Jeans', 'Man', 'Umbrella', 'Sports uniform', 'Fish', 'Sports equipment', 'Auto part', 'Human body', 'Handbag', 'Trousers', 'Human hair', 'Human nose', 'Human eye', 'Furniture', 'Medical equipment', 'Girl', 'Window', 'Aircraft', 'Lipstick', 'Land vehicle', 'Kitchen appliance', 'Woman', 'Human foot', 'Ski', 'Animal', 'Tie', 'Tool', 'Tire', 'Tableware', 'Human mouth', 'Suit', 'Drink', 'Chair', 'Toy', 'Human face', 'Human leg', 'Human head', 'Musical instrument', 'Pen', 'Miniskirt', 'Hiking equipment', 'Mammal', 'Watercraft', 'Baked goods', 'Bottle', 'Sculpture', 'Office supplies', 'Toothbrush', 'Bird', 'Skull', 'Tent', 'Skirt', 'Skateboard', 'Stairs', 'Curtain', 'Bathtub', 'Person', 'Footwear', 'Swimming pool', 'Dress', 'Vehicle', 'Wheel', 'Boy', 'Food', 'Building', 'Cosmetics', 'Shelf', 'Car', 'Airplane']",77,"Drywall installers, ceiling tile installers, and tapers work with many different types of tools.",Tapers cover the seams where drywall edges meet.,"New drywall installers, ceiling tile installers, and tapers typically learn their job by working with more experienced workers.",14,8,18
Economists,https://www.bls.gov/ooh/images/15516.jpg,https://www.bls.gov/ooh/images/1520.jpg,https://www.bls.gov/ooh/images/1521.jpg,https://www.bls.gov/ooh/images/1523.jpg,"['Office building', 'Tie', 'Human hand', 'Book', 'Human nose', 'Human ear', 'Television', 'Door', 'Jacket', 'Table', 'Clothing', 'Tableware', 'Coffee cup', 'Human mouth', 'Suit', 'Desk', 'Drink', 'Chair', 'Shirt', 'Coat', 'Computer monitor', 'Human face', 'Cabinetry', 'Human head', 'Human leg', 'Person', 'Footwear', 'Fashion accessory', 'Human arm', 'Dress', 'Human eye', 'Boat', 'Furniture', 'Vehicle', 'Medical equipment', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Watercraft', 'Man', 'Bowl', 'Food', 'Window', 'Chopsticks', 'Saucer', 'Human body', 'Mug', 'Glasses', 'Kitchen appliance', 'Land vehicle', 'Woman', 'Computer keyboard', 'Car', 'Human hair', 'Laptop', 'Airplane', 'Tree', 'Office supplies']",59,"Economists prepare reports, tables, and charts.",Economists typically work with computers.,"Communication skills are important for economists, since they sometimes present research to colleagues.",6,5,13
Editors,https://www.bls.gov/ooh/images/15624.jpg,https://www.bls.gov/ooh/images/2343.jpg,https://www.bls.gov/ooh/images/2345.jpg,https://www.bls.gov/ooh/images/15623.jpg,"['Office building', 'Human hand', 'Book', 'Human nose', 'Human ear', 'Maple', 'Whiteboard', 'Tire', 'Mirror', 'Table', 'Clothing', 'Tableware', 'Houseplant', 'Desk', 'Suit', 'Human mouth', 'Drink', 'Chair', 'Shirt', 'Computer monitor', 'Human face', 'Curtain', 'House', 'Human head', 'Human leg', 'Person', 'Footwear', 'Human arm', 'Fashion accessory', 'Dress', 'Human eye', 'Furniture', 'Wheel', 'Vehicle', 'Medical equipment', 'Mammal', 'Girl', 'Boy', 'Mobile phone', 'Jeans', 'Man', 'Tablet computer', 'Food', 'Wine', 'Home appliance', 'Window', 'Bicycle wheel', 'Wine glass', 'Box', 'Auto part', 'Lipstick', 'Human body', 'Land vehicle', 'Kitchen appliance', 'Glasses', 'Plant', 'Woman', 'Shelf', 'Filing cabinet', 'Computer keyboard', 'Car', 'Human hair', 'Microphone', 'Laptop', 'Tree', 'Office supplies']",66,Editors constantly work under pressure to meet deadlines.,Editors usually work full time in offices.,A college degree is typically required for someone to be an editor.,8,7,12
Electrical and Electronics Engineering Technicians,https://www.bls.gov/ooh/images/15063.jpg,https://www.bls.gov/ooh/images/3261.jpg,https://www.bls.gov/ooh/images/3595.jpg,https://www.bls.gov/ooh/images/3262.jpg,"['Sunglasses', 'Human hand', 'Book', 'Tin can', 'Digital clock', 'Table', 'Clothing', 'Desk', 'Human arm', 'Fashion accessory', 'Man', 'Goggles', 'Printer', 'Treadmill', 'Auto part', 'Sports equipment', 'Human body', 'Human hair', 'Knife', 'Human ear', 'Human nose', 'Dice', 'Food processor', 'Bathroom accessory', 'Watch', 'Weapon', 'Insect', 'Binoculars', 'Human eye', 'Headphones', 'Furniture', 'Medical equipment', 'Girl', 'Sewing machine', 'Aircraft', 'Bicycle wheel', 'Guitar', 'Box', 'Land vehicle', 'Kitchen appliance', 'Glasses', 'Ratchet', 'Woman', 'Rifle', 'Tool', 'Door handle', 'Clock', 'Jacket', 'Vehicle registration plate', 'Screwdriver', 'Wall clock', 'Human mouth', 'Drink', 'Shirt', 'Toy', 'Flashlight', 'Human face', 'Mixer', 'Pen', 'Human head', 'Musical instrument', 'Hand dryer', 'Scale', 'Mammal', 'Mobile phone', 'Bottle', 'Bowling equipment', 'Calculator', 'Shotgun', 'Microphone', 'Office supplies', 'Ball', 'Coffeemaker', 'Helmet', 'Musical keyboard', 'Suitcase', 'Mirror', 'Cassette deck', 'Skateboard', 'Camera', 'Stapler', 'Person', 'Dress', 'Vehicle', 'Wheel', 'Boy', 'Home appliance', 'Cosmetics', 'Computer keyboard', 'Car', 'Laptop', 'Alarm clock', 'Plumbing fixture']",93,Electrical and electronics engineering technicians help engineers design and develop computers and other electrical and electronic equipment.,"Electrical engineering technicians build, calibrate, and repair electrical instruments or testing equipment.",Electrical and electronics engineering technicians typically need an associate’s degree.,17,12,10
Electrical and Electronics Engineers,https://www.bls.gov/ooh/images/15065.jpg,https://www.bls.gov/ooh/images/1890.jpg,https://www.bls.gov/ooh/images/1891.jpg,https://www.bls.gov/ooh/images/1893.jpg,"['Ladder', 'Human hand', 'Door', 'Table', 'Clothing', 'Desk', 'Bicycle', 'Cabinetry', 'Fashion accessory', 'Human arm', 'Poster', 'Power plugs and sockets', 'Man', 'Glove', 'Horn', 'Wine glass', 'Auto part', 'Sports equipment', 'Human body', 'Human hair', 'Human ear', 'Human nose', 'Dice', 'Whiteboard', 'Ruler', 'Watch', 'High heels', 'Flower', 'Human eye', 'Headphones', 'Furniture', 'Medical equipment', 'Girl', 'Fork', 'Window', 'Lipstick', 'Land vehicle', 'Kitchen appliance', 'Ratchet', 'Woman', 'Drum', 'Tool', 'Tire', 'Tableware', 'Billboard', 'Human mouth', 'Suit', 'Drink', 'Chair', 'Shirt', 'Toy', 'Human face', 'Human head', 'Pen', 'Musical instrument', 'Refrigerator', 'Mammal', 'Mobile phone', 'Sock', 'Wine', 'Picture frame', 'Bottle', 'Bowling equipment', 'Microphone', 'Office supplies', 'Office building', 'Television', 'Mirror', 'House', 'Person', 'Footwear', 'Dress', 'Wheel', 'Vehicle', 'Boy', 'Home appliance', 'Building', 'Plant', 'Shelf', 'Laptop']",80,Electronics engineers analyze the requirements and costs of electrical systems.,"Electrical and electronic engineers work in various industries, including engineering services, research and development, and manufacturing.",Becoming an electrical or electronics engineer involves the study of math and engineering.,10,16,13
Electrical and Electronics Installers and Repairers,https://www.bls.gov/ooh/images/15460.jpg,https://www.bls.gov/ooh/images/3389.jpg,https://www.bls.gov/ooh/images/3390.jpg,https://www.bls.gov/ooh/images/3391.jpg,"['Human hand', 'Book', 'Table', 'Clothing', 'Desk', 'Traffic sign', 'Human arm', 'Fashion accessory', 'Poster', 'Power plugs and sockets', 'Man', 'Goggles', 'Auto part', 'Sports equipment', 'Human body', 'Human hair', 'Human nose', 'Traffic light', 'Watch', 'Luggage and bags', 'Corded phone', 'Weapon', 'Headphones', 'Furniture', 'Telephone', 'Medical equipment', 'Sewing machine', 'Window', 'Bicycle wheel', 'Guitar', 'Box', 'Belt', 'Land vehicle', 'Glasses', 'Woman', 'Drum', 'Tool', 'Door handle', 'Tire', 'Jacket', 'Tableware', 'Vehicle registration plate', 'Drink', 'Toy', 'Computer monitor', 'Flashlight', 'Human face', 'Pen', 'Human head', 'Musical instrument', 'Hand dryer', 'Mammal', 'Mobile phone', 'Tablet computer', 'Picture frame', 'Bottle', 'Bowling equipment', 'Calculator', 'Seat belt', 'Sculpture', 'Microphone', 'Office supplies', 'Office building', 'Coffeemaker', 'Television', 'Helmet', 'Musical keyboard', 'Suitcase', 'Skateboard', 'Camera', 'Accordion', 'Stapler', 'Person', 'Footwear', 'Wheel', 'Vehicle', 'Home appliance', 'Building', 'Cello', 'Cosmetics', 'Shelf', 'Computer keyboard', 'Car', 'Laptop']",84,Electrical and electronics installers and repairers use diagnostic equipment to troubleshoot electric motors.,Electrical and electronics installers and repairers usually work in a clean shop.,Many technical colleges have basic electronics programs that include practical experience labs.,13,12,12
