Title|Image_1|Image_2|Image_3|Image_4|Cap_2|Cap_3|Cap_4
Telecommunications Equipment Installers and Repairers|https://www.bls.gov/ooh/images/15476.jpg|https://www.bls.gov/ooh/images/2985.jpg|https://www.bls.gov/ooh/images/3486.jpg|https://www.bls.gov/ooh/images/2987.jpg|Telecom technicians inspect and service equipment and wiring.|Some telecom technicians provide in-home installation and repair services, while others work in central offices or electronic service centers.|Postsecondary education in electronics, telecommunications, or computer networking is typically needed to become a telecom technician.
Tellers|https://www.bls.gov/ooh/images/15673.jpg|https://www.bls.gov/ooh/images/2816.jpg|https://www.bls.gov/ooh/images/3608.jpg|https://www.bls.gov/ooh/images/2818.jpg|Tellers verify a customer’s identity and financial information before processing a transaction.|Most tellers work in bank branches.|Tellers must be friendly, helpful, and patient when interacting with bank customers.
Top Executives|https://www.bls.gov/ooh/images/15607.jpg|https://www.bls.gov/ooh/images/1698.jpg|https://www.bls.gov/ooh/images/1700.jpg|https://www.bls.gov/ooh/images/1701.jpg|Top executives often report to a board of directors.|Top executives often work many hours, including evenings and weekends.|Top executives typically need many years of previous work experience.
Training and Development Managers|https://www.bls.gov/ooh/images/1610.jpg|https://www.bls.gov/ooh/images/1612.jpg|https://www.bls.gov/ooh/images/15608.jpg|https://www.bls.gov/ooh/images/1615.jpg|Training and development managers teach training methods to specialists.|Training and development managers may meet with training vendors to choose training materials.|Most candidates need a combination of education and related work experience to become a training and development manager.
Training and Development Specialists|https://www.bls.gov/ooh/images/15169.jpg|https://www.bls.gov/ooh/images/15171.jpg|https://www.bls.gov/ooh/images/15172.jpg|https://www.bls.gov/ooh/images/15168.jpg|Training and development specialists guide employees through exercises.|They spend much of their time working with people, giving presentations, and leading training activities.|Training and development specialists need strong interpersonal and speaking skills to effectively present training programs.
Travel Agents|https://www.bls.gov/ooh/images/15771.jpg|https://www.bls.gov/ooh/images/1547.jpg|https://www.bls.gov/ooh/images/1549.jpg|https://www.bls.gov/ooh/images/1550.jpg|Travel agents offer advice on destinations, plan trip itineraries, and make travel arrangements for clients.|Travel agents work in an office environment where they spend much of their time on the phone.|Good communication and computer skills are essential for travel agents.
Umpires, Referees, and Other Sports Officials|https://www.bls.gov/ooh/images/15306.jpg|https://www.bls.gov/ooh/images/2307.jpg|https://www.bls.gov/ooh/images/2308.jpg|https://www.bls.gov/ooh/images/2310.jpg|Umpires, referees, and other sports officials regulate play by signaling participants and other officials.|Umpires, referees and other sports officials work indoors and out, in all types of weather.|Education and training requirements for umpires, referees, and other sports officials vary by the level and type of sport.
Urban and Regional Planners|https://www.bls.gov/ooh/images/15552.jpg|https://www.bls.gov/ooh/images/2056.jpg|https://www.bls.gov/ooh/images/2058.jpg|https://www.bls.gov/ooh/images/2059.jpg|Urban and regional planners review site plans submitted by developers.|Urban and regional planners may travel to development sites.|Urban and regional planners must be effective communicators when they meet with public officials, developers, and the public regarding development plans and land use.
Veterinarians|https://www.bls.gov/ooh/images/15443.jpg|https://www.bls.gov/ooh/images/2459.jpg|https://www.bls.gov/ooh/images/2460.jpg|https://www.bls.gov/ooh/images/2462.jpg|Veterinarians use x rays to diagnose animals.|Most veterinarians work in veterinary clinics.|A veterinary medicine program generally takes 4 years to complete and includes classroom, laboratory, and clinical components.
Veterinary Assistants and Laboratory Animal Caretakers|https://www.bls.gov/ooh/images/2601.jpg|https://www.bls.gov/ooh/images/2603.jpg|https://www.bls.gov/ooh/images/2605.jpg|https://www.bls.gov/ooh/images/15444.jpg|Veterinary assistants may maintain and sterilize surgical instruments and equipment.|Veterinary assistants move animals and prepare equipment before procedures.|Veterinary assistants learn through on-the-job training.
Veterinary Technologists and Technicians|https://www.bls.gov/ooh/images/2510.jpg|https://www.bls.gov/ooh/images/15445.jpg|https://www.bls.gov/ooh/images/2514.jpg|https://www.bls.gov/ooh/images/2515.jpg|Veterinary technologists and technicians are responsible for the careful and humane handling of laboratory animals.|Veterinary technologists and technicians typically work in private clinics and animal hospitals.|Typically, both technologists and technicians must pass a credentialing exam and must become registered, licensed, or certified, depending on the state in which they work.
Waiters and Waitresses|https://www.bls.gov/ooh/images/15328.jpg|https://www.bls.gov/ooh/images/2667.jpg|https://www.bls.gov/ooh/images/2669.jpg|https://www.bls.gov/ooh/images/2670.jpg|Waiters and waitresses may make wine recommendations.|Waiters and waitresses mostly work in full-service restaurants.|Waiters and waitresses typically learn on the job.
Water and Wastewater Treatment Plant and System Operators|https://www.bls.gov/ooh/images/15736.jpg|https://www.bls.gov/ooh/images/3128.jpg|https://www.bls.gov/ooh/images/3130.jpg|https://www.bls.gov/ooh/images/3131.jpg|Water and wastewater treatment plant operators collect and test water and sewage samples.|Water and wastewater treatment plant and system operators often perform physically demanding tasks.|Water and wastewater treatment plant and system operators need long-term on-the-job training to become fully qualified.
Water Transportation Workers|https://www.bls.gov/ooh/images/15794.jpg|https://www.bls.gov/ooh/images/3217.jpg|https://www.bls.gov/ooh/images/3219.jpg|https://www.bls.gov/ooh/images/3220.jpg|Captains and mates supervise other workers.|Long periods away from home are a reality for some workers.|Sailors and marine oilers typically receive training on the job.
Web Developers and Digital Designers|https://www.bls.gov/ooh/images/15219.jpg|https://www.bls.gov/ooh/images/15220.jpg|https://www.bls.gov/ooh/images/15221.jpg|https://www.bls.gov/ooh/images/15218.jpg|Some developers work with graphics and other designers to determine the website’s layout.|Developers build websites for all types of businesses.|Developers often have both programming and graphic design knowledge.
Welders, Cutters, Solderers, and Brazers|https://www.bls.gov/ooh/images/15739.jpg|https://www.bls.gov/ooh/images/3098.jpg|https://www.bls.gov/ooh/images/3099.jpg|https://www.bls.gov/ooh/images/15738.jpg|Welders, cutters, solderers, and brazers use hand-held or remotely controlled equipment to join or cut metal parts.|Welders, cutters, solderers, and brazers wear protective clothing and goggles for safety.|Welders, cutters, solderers, and brazers must have a steady hand to hold a torch in place.
Wholesale and Manufacturing Sales Representatives|https://www.bls.gov/ooh/images/15773.jpg|https://www.bls.gov/ooh/images/2782.jpg|https://www.bls.gov/ooh/images/2784.jpg|https://www.bls.gov/ooh/images/2785.jpg|Some wholesale and manufacturing sales representatives specialize in technical and scientific products, ranging from agricultural and mechanical equipment to computer and pharmaceutical goods.|Some wholesale and manufacturing sales representatives have large territories and travel considerably.|Sales representatives of scientific or technical products, such as pharmaceuticals or medical instruments, typically need a degree in a field related to the product sold.
Wind Turbine Technicians|https://www.bls.gov/ooh/images/15479.jpg|https://www.bls.gov/ooh/images/15481.jpg|https://www.bls.gov/ooh/images/15482.jpg|https://www.bls.gov/ooh/images/15478.jpg|Wind turbine technicians often monitor turbines from the ground.|Wind turbine technicians often work at great heights.|Wind turbine technicians receive on-the-job training from experienced workers.
Woodworkers|https://www.bls.gov/ooh/images/15741.jpg|https://www.bls.gov/ooh/images/3111.jpg|https://www.bls.gov/ooh/images/3112.jpg|https://www.bls.gov/ooh/images/3113.jpg|Woodworkers ensure that products meet industry standards and project specifications.|Woodworkers make wood products from lumber and synthetic wood materials.|After high school, most woodworkers are trained on the job, learning from more experienced workers.
Writers and Authors|https://www.bls.gov/ooh/images/15644.jpg|https://www.bls.gov/ooh/images/2354.jpg|https://www.bls.gov/ooh/images/15645.jpg|https://www.bls.gov/ooh/images/15643.jpg|Writers and authors perform research in order to give their stories authentic detail.|Writers and authors may work in an office or wherever they have access to a computer.|Writers and authors may have to manage multiple assignments simultaneously.
Zoologists and Wildlife Biologists|https://www.bls.gov/ooh/images/15554.jpg|https://www.bls.gov/ooh/images/1985.jpg|https://www.bls.gov/ooh/images/1986.jpg|https://www.bls.gov/ooh/images/1987.jpg|Marine biologists study fish and other wildlife that inhabit the oceans.|Fieldwork can require zoologists and wildlife biologists to travel to remote locations anywhere in the world.|Zoologists and wildlife biologists study specimens collected in the field.
